R:A::C:P,0,1 3,2 6,4,5
0,0.5,0.19047619047619047,0.16666666666666666,0.11904761904761904,0.023809523809523808
1 3,0.2619047619047619,0.25396825396825395,0.30158730158730157,0.1111111111111111,0.07142857142857142
2 6,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.1,0.1
4,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.45454545454545453,0.0
5,0.25,0.25,0.5,0.0,0.0
