R:A::C:P,0,1,2 5,3 6,4
0,0.3939393939393939,0.21212121212121213,0.0967741935483871,0.0,0.3333333333333333
1,0.42424242424242425,0.6666666666666666,0.41935483870967744,0.35294117647058826,0.3333333333333333
2 5,0.15151515151515152,0.12121212121212122,0.41935483870967744,0.35294117647058826,0.16666666666666666
3 6,0.0,0.0,0.03225806451612903,0.23529411764705882,0.08333333333333333
4,0.030303030303030304,0.0,0.03225806451612903,0.058823529411764705,0.08333333333333333
