R:A::C:P,0 2 3,1,4,5 6
0 2 3,0.14942528735632185,0.05747126436781609,0.039511494252873564,0.07758620689655173
1,0.11853448275862069,0.07255747126436782,0.035919540229885055,0.04669540229885057
4,0.02658045977011494,0.0035919540229885057,0.011494252873563218,0.010775862068965518
5 6,0.13649425287356323,0.034482758620689655,0.04956896551724138,0.12931034482758622
