R:A::C:P,0 1,2 3 4 5,6
0 1,0.6944444444444444,0.49433962264150944,0.28888888888888886
2 3 4 5,0.25925925925925924,0.4339622641509434,0.5333333333333333
6,0.046296296296296294,0.07169811320754717,0.17777777777777778
