R:A::C:P,0,1,2 3,4 5,6
0,0.029449423815621,0.016645326504481434,0.014084507042253521,0.026888604353393086,0.006402048655569782
1,0.07682458386683738,0.08962868117797695,0.08450704225352113,0.06274007682458387,0.04481434058898848
2 3,0.034571062740076826,0.0499359795134443,0.09218950064020487,0.08322663252240717,0.024327784891165175
4 5,0.01792573623559539,0.010243277848911651,0.03201024327784891,0.046094750320102434,0.016645326504481434
6,0.015364916773367477,0.02176696542893726,0.034571062740076826,0.04737516005121639,0.02176696542893726
