R:A::C:P,0,1,2,3,4 5 6
0,0.40476190476190477,0.17857142857142858,0.08,0.06451612903225806,0.2727272727272727
1,0.42857142857142855,0.6428571428571429,0.44,0.3870967741935484,0.3333333333333333
2,0.09523809523809523,0.14285714285714285,0.32,0.3548387096774194,0.21212121212121213
3,0.0,0.03571428571428571,0.08,0.06451612903225806,0.06060606060606061
4 5 6,0.07142857142857142,0.0,0.08,0.12903225806451613,0.12121212121212122
