R:A::C:P,0 1 2,3,4 6,5
0 1 2,0.5753424657534246,0.10410958904109589,0.2328767123287671,0.08767123287671233
3,0.4215686274509804,0.14705882352941177,0.27450980392156865,0.1568627450980392
4 6,0.33189655172413796,0.14655172413793102,0.35560344827586204,0.16594827586206898
5,0.40625,0.19791666666666666,0.2604166666666667,0.13541666666666666
