R:A::C:P,0 1 2,3,4 6,5
0 1 2,0.6402439024390244,0.42696629213483145,0.4381443298969072,0.3764705882352941
3,0.06554878048780488,0.08426966292134831,0.07216494845360824,0.09411764705882353
4 6,0.2347560975609756,0.38202247191011235,0.4252577319587629,0.45294117647058824
5,0.05945121951219512,0.10674157303370786,0.06443298969072164,0.07647058823529412
