R:A::C:P,0,1 2 4,3,5 6
0,0.029449423815621,0.03969270166453265,0.006402048655569782,0.01792573623559539
1 2 4,0.11523687580025609,0.29577464788732394,0.07554417413572344,0.14212548015364918
3,0.005121638924455826,0.029449423815621,0.011523687580025609,0.01792573623559539
5 6,0.024327784891165175,0.09475032010243278,0.028169014084507043,0.06658130601792574
