R:A::C:P,0 6,1,2,3,4,5
0 6,0.26881720430107525,0.20689655172413793,0.09090909090909091,0.17142857142857143,0.16666666666666666,0.125
1,0.4838709677419355,0.4827586206896552,0.5,0.37142857142857144,0.43333333333333335,0.4375
2,0.1827956989247312,0.27586206896551724,0.22727272727272727,0.22857142857142856,0.2,0.3125
3,0.010752688172043012,0.034482758620689655,0.06818181818181818,0.11428571428571428,0.03333333333333333,0.125
4,0.021505376344086023,0.0,0.045454545454545456,0.05714285714285714,0.16666666666666666,0.0
5,0.03225806451612903,0.0,0.06818181818181818,0.05714285714285714,0.0,0.0
