R:A::C:P,0 1,2 3 4 5,6
0 1,0.8285714285714286,0.5465116279069767,0.0
2 3 4 5,0.15714285714285714,0.4418604651162791,1.0
6,0.014285714285714285,0.011627906976744186,0.0
