R:A::C:P,0 1,2 3 5 6,4
0 1,0.1752873563218391,0.11135057471264367,0.040229885057471264
2 3 5 6,0.16594827586206898,0.3699712643678161,0.08477011494252873
4,0.009339080459770116,0.031609195402298854,0.011494252873563218
