R:A::C:P,0 5,1 2,3 4 6
0 5,0.3389830508474576,0.12727272727272726,0.1554054054054054
1 2,0.5677966101694916,0.7454545454545455,0.6621621621621622
3 4 6,0.09322033898305085,0.12727272727272726,0.18243243243243243
