R:A::C:P,0 5,1,2,3 6,4
0 5,0.1580188679245283,0.13247863247863248,0.10119047619047619,0.09308510638297872,0.10526315789473684
1,0.2759433962264151,0.43162393162393164,0.23214285714285715,0.19680851063829788,0.2631578947368421
2,0.1721698113207547,0.21367521367521367,0.24404761904761904,0.2047872340425532,0.17894736842105263
3 6,0.35377358490566035,0.20085470085470086,0.3273809523809524,0.45478723404255317,0.3684210526315789
4,0.04009433962264151,0.021367521367521368,0.09523809523809523,0.05053191489361702,0.08421052631578947
