R:A::C:P,0 1 2 3,4 5,6
0 1 2 3,0.9083333333333333,0.7682926829268293,0.8888888888888888
4 5,0.0625,0.13414634146341464,0.09259259259259259
6,0.029166666666666667,0.0975609756097561,0.018518518518518517
