R:A::C:P,0 3,1 4,2,5 6
0 3,0.2692307692307692,0.1810344827586207,0.19607843137254902,0.20253164556962025
1 4,0.5153846153846153,0.5086206896551724,0.45098039215686275,0.3924050632911392
2,0.13846153846153847,0.2413793103448276,0.2549019607843137,0.27848101265822783
5 6,0.07692307692307693,0.06896551724137931,0.09803921568627451,0.12658227848101267
