R:A::C:P,0 2,1 3 5 6,4
0 2,0.28199052132701424,0.24358974358974358,0.21052631578947367
1 3 5 6,0.6611374407582938,0.7141025641025641,0.7052631578947368
4,0.05687203791469194,0.04230769230769231,0.08421052631578947
