R:A::C:P,0 2,1 3 5 6,4
0 2,0.08548850574712644,0.13649425287356323,0.028735632183908046
1 3 5 6,0.20043103448275862,0.40014367816091956,0.09626436781609195
4,0.017241379310344827,0.023706896551724137,0.011494252873563218
