R:A::C:P,0 5 6,1,2,3,4
0 5 6,0.3081395348837209,0.1694915254237288,0.17647058823529413,0.21621621621621623,0.22807017543859648
1,0.4418604651162791,0.5254237288135594,0.4117647058823529,0.4594594594594595,0.3684210526315789
2,0.18604651162790697,0.288135593220339,0.2549019607843137,0.21621621621621623,0.19298245614035087
3,0.040697674418604654,0.01694915254237288,0.11764705882352941,0.08108108108108109,0.08771929824561403
4,0.023255813953488372,0.0,0.0392156862745098,0.02702702702702703,0.12280701754385964
