R:A::C:P,0,1 2 3 4,5 6
0,0.4857142857142857,0.45714285714285713,0.05714285714285714
1 2 3 4,0.19491525423728814,0.711864406779661,0.09322033898305085
5 6,0.3333333333333333,0.5,0.16666666666666666
