R:A::C:P,0,1,2,3,4,5,6,7,p
0,25,17,3,1,6,3,0,3,2
1,37,63,26,9,14,6,3,3,5
2,6,30,20,2,8,6,5,3,1
3,1,3,4,2,4,5,3,0,0
4,1,0,1,2,5,1,2,0,2
5,1,5,0,1,1,1,6,1,1
6,1,1,2,0,2,2,5,1,2
7,2,1,0,0,0,0,0,1,1
p,2,3,1,0,1,1,2,0,2
