R:A::C:P,0 1,2,3 4 5 6
0 1,0.6511627906976745,0.11627906976744186,0.23255813953488372
2,0.2962962962962963,0.3333333333333333,0.37037037037037035
3 4 5 6,0.15384615384615385,0.23076923076923078,0.6153846153846154
