R:A::C:P,0 5,1 2 6,3 4
0 5,0.5333333333333333,0.3,0.16666666666666666
1 2 6,0.28735632183908044,0.5057471264367817,0.20689655172413793
3 4,0.1111111111111111,0.4444444444444444,0.4444444444444444
