R:A::C:P,0 1 4,2,3 5 6
0 1 4,0.4716981132075472,0.0880503144654088,0.14465408805031446
2,0.05660377358490566,0.050314465408805034,0.1069182389937107
3 5 6,0.031446540880503145,0.018867924528301886,0.031446540880503145
