R:A::C:P,0 4 6,1,2 3 5
0 4 6,0.453125,0.17857142857142858,0.14925373134328357
1,0.375,0.6428571428571429,0.417910447761194
2 3 5,0.171875,0.17857142857142858,0.43283582089552236
