R:A::C:P,0,1 2 4 5,3,6
0,0.4857142857142857,0.45714285714285713,0.05714285714285714,0.0
1 2 4 5,0.20869565217391303,0.5391304347826087,0.22608695652173913,0.02608695652173913
3,0.0,0.7142857142857143,0.2857142857142857,0.0
6,0.5,0.0,0.5,0.0
