R:A::C:P,0,1,2,3,4,5,6,7,a2,p
0,15,26,6,2,9,3,3,8,0,1
1,27,145,33,13,18,7,18,10,0,9
2,12,72,34,7,22,9,12,3,0,1
3,1,20,11,2,4,3,6,1,0,2
4,2,18,8,1,5,2,3,0,0,0
5,4,20,11,3,3,6,9,1,0,0
6,5,62,11,0,15,2,12,3,0,0
7,2,8,0,0,0,0,1,1,0,0
a2,0,1,0,0,0,0,0,0,0,0
p,6,12,8,1,1,1,3,0,0,1
