R:A::C:P,0,1 2,3 4 5,6
0,0.16911764705882354,0.07509881422924901,0.0858085808580858,0.056179775280898875
1 2,0.6102941176470589,0.6561264822134387,0.5115511551155115,0.5393258426966292
3 4 5,0.1323529411764706,0.1541501976284585,0.23102310231023102,0.21348314606741572
6,0.08823529411764706,0.11462450592885376,0.1716171617161716,0.19101123595505617
