R:A::C:P,0,1 2,3,4 5 6
0,0.08502024291497975,0.03643724696356275,0.012145748987854251,0.03643724696356275
1 2,0.16194331983805668,0.21862348178137653,0.08502024291497975,0.2145748987854251
3,0.0,0.016194331983805668,0.016194331983805668,0.016194331983805668
4 5 6,0.016194331983805668,0.024291497975708502,0.02834008097165992,0.032388663967611336
