R:A::C:P,0,1 5,2 3 4 6
0,0.029449423815621,0.028169014084507043,0.03585147247119078
1 5,0.08578745198463508,0.147247119078105,0.19846350832266324
2 3 4 6,0.058898847631242,0.14340588988476313,0.2727272727272727
