                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                   012-3-4-5-6   68.25%     27.69%     23.02%     8.98%   
                   014-2-3-5-6   61.11%     29.33%     27.06%     14.24%  
                   015-2-3-4-6   59.52%     33.82%     29.21%     16.69%  
                   013-2-4-5-6   58.73%     25.73%     24.73%     9.25%   
                   01-23-4-5-6   58.73%     28.65%     27.09%     14.38%  
                   01-25-3-4-6   57.14%     34.69%     29.76%     17.55%  
                   01-24-3-5-6   56.35%     29.41%     26.74%     13.76%  
                   01-2-36-4-5   55.56%     38.02%     31.54%     19.85%  
                   01-2-34-5-6   54.76%     28.58%     26.53%     13.86%  
                   01-2-35-4-6   54.76%     32.19%     28.33%     15.97%  
                   01-2-3-46-5   54.76%     35.69%     30.29%     18.24%  
                   016-2-3-4-5   53.97%     32.54%     28.30%     15.17%  
                   01-26-3-4-5   53.97%     32.45%     28.16%     15.61%  
                   01-2-3-45-6   53.97%     30.55%     27.51%     14.84%  
                   01-2-3-4-56   53.97%     32.69%     28.58%     16.16%  


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                   01-2-36-4-5   55.56%     38.02%     31.54%     19.85%  
                   01-2-3-46-5   54.76%     35.69%     30.29%     18.24%  
                   01-25-3-4-6   57.14%     34.69%     29.76%     17.55%  
                   015-2-3-4-6   59.52%     33.82%     29.21%     16.69%  
                   01-2-3-4-56   53.97%     32.69%     28.58%     16.16%  
                   016-2-3-4-5   53.97%     32.54%     28.30%     15.17%  
                   01-26-3-4-5   53.97%     32.45%     28.16%     15.61%  
                   01-2-35-4-6   54.76%     32.19%     28.33%     15.97%  
                   01-2-3-45-6   53.97%     30.55%     27.51%     14.84%  
                   01-24-3-5-6   56.35%     29.41%     26.74%     13.76%  
                   014-2-3-5-6   61.11%     29.33%     27.06%     14.24%  
                   01-23-4-5-6   58.73%     28.65%     27.09%     14.38%  
                   01-2-34-5-6   54.76%     28.58%     26.53%     13.86%  
                   012-3-4-5-6   68.25%     27.69%     23.02%     8.98%   
                   013-2-4-5-6   58.73%     25.73%     24.73%     9.25%   


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                   01-2-36-4-5   55.56%     38.02%     31.54%     19.85%  
                   01-2-3-46-5   54.76%     35.69%     30.29%     18.24%  
                   01-25-3-4-6   57.14%     34.69%     29.76%     17.55%  
                   015-2-3-4-6   59.52%     33.82%     29.21%     16.69%  
                   01-2-3-4-56   53.97%     32.69%     28.58%     16.16%  
                   01-2-35-4-6   54.76%     32.19%     28.33%     15.97%  
                   016-2-3-4-5   53.97%     32.54%     28.30%     15.17%  
                   01-26-3-4-5   53.97%     32.45%     28.16%     15.61%  
                   01-2-3-45-6   53.97%     30.55%     27.51%     14.84%  
                   01-23-4-5-6   58.73%     28.65%     27.09%     14.38%  
                   014-2-3-5-6   61.11%     29.33%     27.06%     14.24%  
                   01-24-3-5-6   56.35%     29.41%     26.74%     13.76%  
                   01-2-34-5-6   54.76%     28.58%     26.53%     13.86%  
                   013-2-4-5-6   58.73%     25.73%     24.73%     9.25%   
                   012-3-4-5-6   68.25%     27.69%     23.02%     8.98%   


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                   01-2-36-4-5   55.56%     38.02%     31.54%     19.85%  
                   01-2-3-46-5   54.76%     35.69%     30.29%     18.24%  
                   01-25-3-4-6   57.14%     34.69%     29.76%     17.55%  
                   015-2-3-4-6   59.52%     33.82%     29.21%     16.69%  
                   01-2-3-4-56   53.97%     32.69%     28.58%     16.16%  
                   01-2-35-4-6   54.76%     32.19%     28.33%     15.97%  
                   01-26-3-4-5   53.97%     32.45%     28.16%     15.61%  
                   016-2-3-4-5   53.97%     32.54%     28.30%     15.17%  
                   01-2-3-45-6   53.97%     30.55%     27.51%     14.84%  
                   01-23-4-5-6   58.73%     28.65%     27.09%     14.38%  
                   014-2-3-5-6   61.11%     29.33%     27.06%     14.24%  
                   01-2-34-5-6   54.76%     28.58%     26.53%     13.86%  
                   01-24-3-5-6   56.35%     29.41%     26.74%     13.76%  
                   013-2-4-5-6   58.73%     25.73%     24.73%     9.25%   
                   012-3-4-5-6   68.25%     27.69%     23.02%     8.98%   
