R:A::C:P,0 2 6,1,3 4 5
0 2 6,0.5046296296296297,0.16666666666666666,0.3287037037037037
1,0.5221238938053098,0.1902654867256637,0.28761061946902655
3 4 5,0.5,0.08333333333333333,0.4166666666666667
