R:A::C:P,0 1,2 3,4 5,6
0 1,0.5102040816326531,0.25510204081632654,0.19047619047619047,0.04421768707482993
2 3,0.296551724137931,0.4068965517241379,0.19310344827586207,0.10344827586206896
4 5,0.26,0.3,0.26,0.18
6,0.2702702702702703,0.1891891891891892,0.32432432432432434,0.21621621621621623
