R:A::C:P,0 3,1 2 4 5,6
0 3,0.048132183908045974,0.06752873563218391,0.010775862068965518
1 2 4 5,0.1875,0.3369252873563218,0.06824712643678162
6,0.07471264367816093,0.14295977011494254,0.06321839080459771
