R:A::C:P,0 3,1 2 4 5,6
0 3,0.1550925925925926,0.12335958005249344,0.07575757575757576
1 2 4 5,0.6041666666666666,0.615485564304462,0.4797979797979798
6,0.24074074074074073,0.26115485564304464,0.4444444444444444
