R:A::C:P,0 3,1 2 4 5,6
0 3,0.3806818181818182,0.5340909090909091,0.08522727272727272
1 2 4 5,0.31636363636363635,0.5684848484848485,0.11515151515151516
6,0.2659846547314578,0.5089514066496164,0.22506393861892582
