R:A::C:P,0,1 3,2,4 5 6
0,0.3230769230769231,0.125,0.09090909090909091,0.12162162162162163
1 3,0.5076923076923077,0.5,0.5681818181818182,0.4864864864864865
2,0.1076923076923077,0.25,0.22727272727272727,0.28378378378378377
4 5 6,0.06153846153846154,0.125,0.11363636363636363,0.10810810810810811
