R:A::C:P,0,1 6,2,3,4 5
0,0.053231939163498096,0.026615969581749048,0.019011406844106463,0.011406844106463879,0.019011406844106463
1 6,0.13878326996197718,0.12547528517110265,0.08365019011406843,0.04182509505703422,0.11026615969581749
2,0.03231939163498099,0.057034220532319393,0.045627376425855515,0.039923954372623575,0.03612167300380228
3,0.005703422053231939,0.015209125475285171,0.017110266159695818,0.009505703422053232,0.017110266159695818
4 5,0.017110266159695818,0.024714828897338403,0.013307984790874524,0.015209125475285171,0.024714828897338403
