R:A::C:P,0,1 6,2,3,4 5
0,0.2153846153846154,0.10687022900763359,0.10638297872340426,0.0967741935483871,0.09174311926605505
1 6,0.5615384615384615,0.5038167938931297,0.46808510638297873,0.3548387096774194,0.5321100917431193
2,0.13076923076923078,0.22900763358778625,0.2553191489361702,0.3387096774193548,0.1743119266055046
3,0.023076923076923078,0.061068702290076333,0.09574468085106383,0.08064516129032258,0.08256880733944955
4 5,0.06923076923076923,0.09923664122137404,0.07446808510638298,0.12903225806451613,0.11926605504587157
