R:A::C:P,0,1 4,2 3,5 6
0,0.022988505747126436,0.017959770114942528,0.007183908045977011,0.005028735632183908
1 4,0.07183908045977011,0.1235632183908046,0.07327586206896551,0.05747126436781609
2 3,0.040229885057471264,0.07902298850574713,0.07902298850574713,0.07255747126436782
5 6,0.04741379310344827,0.08405172413793104,0.08908045977011494,0.12931034482758622
