R:A::C:P,0,1,2 3 6,4 5
0,0.4117647058823529,0.17647058823529413,0.2647058823529412,0.14705882352941177
1,0.29646017699115046,0.1902654867256637,0.30973451327433627,0.20353982300884957
2 3 6,0.14285714285714285,0.14835164835164835,0.489010989010989,0.21978021978021978
4 5,0.18,0.08,0.48,0.26
