R:A::C:P,0 4,1 3 5,2,6
0 4,0.6129032258064516,0.2903225806451613,0.06451612903225806,0.03225806451612903
1 3 5,0.29850746268656714,0.5223880597014925,0.16417910447761194,0.014925373134328358
2,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.0
6,0.0,1.0,0.0,0.0
