plurality,character,gender,status,play
s,Gentleman,m,2,TNK
s,Herald,m,3,TNK
s,Hippolyta,f,0,TNK
s,Jailer,m,5,TNK
s,Messenger,m,6,TNK
s,Nell,f,6,TNK
s,Palamon,m,1,TNK
m,Palamon; Arcite,m,1,TNK
s,Pirithous,m,1,TNK
,Prologue Speaker,p,p,TNK
s,Schoolmaster,m,3,TNK
s,Servant,m,6,TNK
m,Singers,m,p,TNK
s,Taborer,m,6,TNK
s,Theseus,m,0,TNK
s,Valerius,m,2,TNK
s,Woman,f,2,TNK
s,Wooer,m,5,TNK
s,1 Gentleman,m,2,WT
s,2 Gentleman,m,2,WT
s,2 Lady,f,1,WT
s,3 Gentleman,m,2,WT
s,Antigonus,m,1,WT
s,Archidamus,m,1,WT
s,Autolycus,m,p,WT
s,Camillo,m,1,WT
s,Cleomines,m,1,WT
m,Cleomines; Dion,m,1,WT
s,Clown,m,6,WT
s,Dion,m,1,WT
s,Dorcas,f,5,WT
s,Emilia,f,2,WT
s,Florizel,m,1,WT
,Florizel (as Doricles),m,a6,WT
s,Hermione,f,0,WT
s,Jailer,m,3,WT
s,Lady,f,1,WT
s,Leontes,m,0,WT
s,Lord,m,1,WT
m,Lords,m,1,WT
s,Mamillius,m,1,WT
s,Mariner,m,6,WT
s,Mopsa,f,6,WT
s,Officer,m,5,WT
s,Paulina,f,1,WT
s,Perdita,f,1,WT
s,Polixenes,m,0,WT
s,Servant,m,3,WT
s,Shepherd,m,5,WT
s,Time,m,p,WT
