R:A::C:P,0,1,2 4,3 5 6
0,0.43243243243243246,0.25675675675675674,0.17567567567567569,0.13513513513513514
1,0.24146981627296588,0.2650918635170604,0.2335958005249344,0.25984251968503935
2 4,0.13505747126436782,0.15804597701149425,0.3074712643678161,0.3994252873563218
3 5 6,0.14091680814940577,0.100169779286927,0.2529711375212224,0.5059422750424448
