R:C::C:G,0,1,2,3,4,5,6,p
0,0,74,0,0,0,0
1,8,352,17,0,3,1
2,8,241,21,0,3,2
3,8,78,15,0,1,0
4,2,59,9,0,3,0
5,2,86,4,0,1,3
6,28,289,51,4,18,1
p,4,44,2,0,0,0
