R:A::C:P,0 1,2 3 4,5 6
0 1,0.5865724381625441,0.36482084690553745,0.39267015706806285
2 3 4,0.26148409893992935,0.4006514657980456,0.33507853403141363
5 6,0.1519434628975265,0.23452768729641693,0.27225130890052357
