R:A::C:P,0 6,1 5,2,3,4
0 6,0.37831858407079644,0.31683168316831684,0.27976190476190477,0.3258426966292135,0.32105263157894737
1 5,0.35398230088495575,0.37376237623762376,0.2916666666666667,0.29775280898876405,0.3368421052631579
2,0.17035398230088494,0.2079207920792079,0.24404761904761904,0.21910112359550563,0.17894736842105263
3,0.06637168141592921,0.06683168316831684,0.08928571428571429,0.08426966292134831,0.07894736842105263
4,0.030973451327433628,0.034653465346534656,0.09523809523809523,0.07303370786516854,0.08421052631578947
