R:A::C:P,0 2,1 3 6,4,5
0 2,0.08548850574712644,0.10847701149425287,0.028735632183908046,0.028017241379310345
1 3 6,0.1810344827586207,0.2823275862068966,0.08620689655172414,0.07830459770114942
4,0.017241379310344827,0.017241379310344827,0.011494252873563218,0.00646551724137931
5,0.01939655172413793,0.03017241379310345,0.010057471264367816,0.009339080459770116
