R:A::C:P,0,1 2 3,4 5 6
0,0.08502024291497975,0.048582995951417005,0.03643724696356275
1 2 3,0.16194331983805668,0.3360323886639676,0.23076923076923078
4 5 6,0.016194331983805668,0.05263157894736842,0.032388663967611336
