R:A::C:P,0 4,1 2 3 5,6
0 4,0.13963963963963963,0.10266666666666667,0.04040404040404041
1 2 3 5,0.6261261261261262,0.632,0.5151515151515151
6,0.23423423423423423,0.2653333333333333,0.4444444444444444
