R:A::C:P,0 4,1 2 3 5,6
0 4,0.04454022988505747,0.05531609195402299,0.005747126436781609
1 2 3 5,0.1997126436781609,0.34051724137931033,0.07327586206896551
6,0.07471264367816093,0.14295977011494254,0.06321839080459771
