R:A::C:P,0 5,1,2 3 4,6
0 5,0.12578616352201258,0.031446540880503145,0.08176100628930817,0.006289308176100629
1,0.14465408805031446,0.11320754716981132,0.18238993710691823,0.0
2 3 4,0.05660377358490566,0.031446540880503145,0.20125786163522014,0.012578616352201259
6,0.006289308176100629,0.0,0.006289308176100629,0.0
