R:C::C:G,0,1,2,3,4,5
0,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.3157894736842105,0.15789473684210525
1,0.05555555555555555,0.2222222222222222,0.19444444444444445,0.2222222222222222,0.1388888888888889,0.16666666666666666
2,0.0,0.2631578947368421,0.2631578947368421,0.21052631578947367,0.21052631578947367,0.05263157894736842
3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0
4,0.5,0.5,0.0,0.0,0.0,0.0
5,0.0,0.0,1.0,0.0,0.0,0.0
