R:A::C:P,0,1,2,3,4,5,6,p
0,0.5769230769230769,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.2
1,0.23076923076923078,0.48,0.25,0.0,0.25,0.125,0.25,0.6
2,0.07692307692307693,0.16,0.4166666666666667,0.3333333333333333,0.0,0.125,0.0,0.0
3,0.0,0.08,0.0,0.0,0.0,0.125,0.0,0.0
4,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0
5,0.038461538461538464,0.0,0.08333333333333333,0.3333333333333333,0.25,0.125,0.25,0.0
6,0.0,0.04,0.0,0.0,0.25,0.375,0.0,0.2
p,0.07692307692307693,0.04,0.25,0.0,0.0,0.0,0.5,0.0
