R:A::C:P,0,1,2,3,4,5,6,p
0,15,5,0,1,0,0,0,1
1,6,12,3,0,1,1,1,3
2,2,4,5,1,0,1,0,0
3,0,2,0,0,0,1,0,0
4,0,0,0,0,1,1,0,0
5,1,0,1,1,1,1,1,0
6,0,1,0,0,1,3,0,1
p,2,1,3,0,0,0,2,0
