R:A::C:P,0 2 4,1,3 5 6
0 2 4,0.19391634980988592,0.06463878326996197,0.12737642585551331
1,0.25475285171102663,0.0817490494296578,0.09315589353612168
3 5 6,0.08745247148288973,0.017110266159695818,0.07984790874524715
