R:A::C:P,0 1 2 3,4 5,6
0 1 2 3,0.662608695652174,0.23478260869565218,0.10260869565217391
4 5,0.4895833333333333,0.375,0.13541666666666666
6,0.509090909090909,0.33636363636363636,0.15454545454545454
