R:A::C:P,0,1 3,2 4 5
0,0.42105263157894735,0.42105263157894735,0.15789473684210525
1 3,0.2564102564102564,0.358974358974359,0.38461538461538464
2 4 5,0.18181818181818182,0.45454545454545453,0.36363636363636365
