R:A::C:P,0,1,2,3,4,5,6
0,0.053231939163498096,0.022813688212927757,0.019011406844106463,0.011406844106463879,0.009505703422053232,0.009505703422053232,0.0038022813688212928
1,0.12737642585551331,0.0817490494296578,0.07604562737642585,0.03612167300380228,0.051330798479087454,0.03612167300380228,0.02091254752851711
2,0.03231939163498099,0.03802281368821293,0.045627376425855515,0.039923954372623575,0.019011406844106463,0.017110266159695818,0.019011406844106463
3,0.005703422053231939,0.005703422053231939,0.017110266159695818,0.009505703422053232,0.0038022813688212928,0.013307984790874524,0.009505703422053232
4,0.005703422053231939,0.0038022813688212928,0.009505703422053232,0.0019011406844106464,0.0,0.013307984790874524,0.011406844106463879
5,0.011406844106463879,0.0038022813688212928,0.0038022813688212928,0.013307984790874524,0.011406844106463879,0.0,0.005703422053231939
6,0.011406844106463879,0.0076045627376425855,0.0076045627376425855,0.005703422053231939,0.015209125475285171,0.0076045627376425855,0.015209125475285171
