R:A::C:P,0,1 3,2,4 5 6
0,0.48148148148148145,0.25925925925925924,0.037037037037037035,0.2222222222222222
1 3,0.21875,0.46875,0.15625,0.15625
2,0.14814814814814814,0.3333333333333333,0.3333333333333333,0.18518518518518517
4 5 6,0.25,0.25,0.25,0.25
