R:A::C:P,0 1,2,3 4 5 6
0 1,0.21254801536491677,0.052496798975672214,0.18693982074263765
2,0.06914212548015365,0.03841229193341869,0.11267605633802817
3 4 5 6,0.08066581306017925,0.04481434058898848,0.2023047375160051
