R:A::C:P,0,1 2 3 4,5 6
0,0.16911764705882354,0.07929515418502203,0.07329842931937172
1 2 3 4,0.6911764705882353,0.7092511013215859,0.6544502617801047
5 6,0.13970588235294118,0.21145374449339208,0.27225130890052357
