R:A::C:P,0,1 2 3 4,5 6
0,0.3150684931506849,0.4931506849315068,0.1917808219178082
1 2 3 4,0.17375231053604437,0.5951940850277264,0.23105360443622922
5 6,0.11377245508982035,0.5748502994011976,0.31137724550898205
