R:A::C:P,0,1 2,3 6,4,5
0,0.3939393939393939,0.14545454545454545,0.0,0.3333333333333333,0.2222222222222222
1 2,0.5454545454545454,0.8,0.6470588235294118,0.5,0.7777777777777778
3 6,0.0,0.01818181818181818,0.23529411764705882,0.08333333333333333,0.0
4,0.030303030303030304,0.01818181818181818,0.058823529411764705,0.08333333333333333,0.0
5,0.030303030303030304,0.01818181818181818,0.058823529411764705,0.0,0.0
